jahr,hauptgruppe,untergruppe,thg,thg_agg,emission
2014,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,57631.26755479418
2015,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,54107.95894100875
2016,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,54824.826465616134
2017,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,55072.84394852764
2018,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,53222.92909727097
2019,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,52049.564687567094
2020,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,52014.36823035509
2021,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,52903.0737257165
2022,Landwirtschaft,Landwirtschaftliche Böden,N2O,CO2eq,52903.0737257165
1990,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
1991,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
1992,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
1993,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
1994,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
1995,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
1996,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
1997,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
1998,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
1999,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2000,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2001,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2002,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2003,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2004,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2005,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2006,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2007,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2008,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2009,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2010,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2011,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2012,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2013,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2014,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2015,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2016,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2017,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2018,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2019,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2020,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2021,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
2022,Landwirtschaft,Landwirtschaftliche Böden,HFC,CO2eq,0
1990,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
1991,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
1992,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
1993,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
1994,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
1995,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
1996,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
1997,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
1998,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
1999,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2000,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2001,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2002,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2003,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2004,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2005,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2006,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2007,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2008,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2009,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2010,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2011,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2012,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2013,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2014,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2015,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2016,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2017,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2018,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2019,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2020,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2021,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
2022,Landwirtschaft,Landwirtschaftliche Böden,PFC,CO2eq,0
1990,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
1991,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
1992,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
1993,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
1994,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
1995,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
1996,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
1997,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
1998,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
1999,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2000,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2001,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2002,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2003,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2004,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2005,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2006,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2007,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2008,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2009,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2010,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2011,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2012,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2013,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2014,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2015,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2016,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2017,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2018,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2019,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2020,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2021,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
2022,Landwirtschaft,Landwirtschaftliche Böden,SF6,CO2eq,0
1990,Verkehr,Motorräder,CO2,CO2eq,32401.46496162038
1991,Verkehr,Motorräder,CO2,CO2eq,31915.020308184092
1992,Verkehr,Motorräder,CO2,CO2eq,31954.439443317067
1993,Verkehr,Motorräder,CO2,CO2eq,31094.603950431338
1994,Verkehr,Motorräder,CO2,CO2eq,25602.31586833684
1995,Verkehr,Motorräder,CO2,CO2eq,25505.335113336012
1996,Verkehr,Motorräder,CO2,CO2eq,24401.234673748815
1997,Verkehr,Motorräder,CO2,CO2eq,23773.13601131559
1998,Verkehr,Motorräder,CO2,CO2eq,23954.96360792643
1999,Verkehr,Motorräder,CO2,CO2eq,24622.2705464134
2000,Verkehr,Motorräder,CO2,CO2eq,24567.878193913577
2001,Verkehr,Motorräder,CO2,CO2eq,26089.63010620656
2002,Verkehr,Motorräder,CO2,CO2eq,27542.433749582447
2003,Verkehr,Motorräder,CO2,CO2eq,29762.281444322052
2004,Verkehr,Motorräder,CO2,CO2eq,30978.297489890105
2005,Verkehr,Motorräder,CO2,CO2eq,31025.72917902582
2006,Verkehr,Motorräder,CO2,CO2eq,29705.389483922616
2007,Verkehr,Motorräder,CO2,CO2eq,28311.319357621436
2008,Verkehr,Motorräder,CO2,CO2eq,27394.86243019881
2009,Verkehr,Motorräder,CO2,CO2eq,26506.050025281813
2010,Verkehr,Motorräder,CO2,CO2eq,25490.100163142415
2011,Verkehr,Motorräder,CO2,CO2eq,27141.563479615932
2012,Verkehr,Motorräder,CO2,CO2eq,28722.140445155008
2013,Verkehr,Motorräder,CO2,CO2eq,29558.56493905842
2014,Verkehr,Motorräder,CO2,CO2eq,32038.12475588214
2015,Verkehr,Motorräder,CO2,CO2eq,34617.048950230834
2016,Verkehr,Motorräder,CO2,CO2eq,34532.568015960656
2017,Verkehr,Motorräder,CO2,CO2eq,34961.83123506557
2018,Verkehr,Motorräder,CO2,CO2eq,36175.664893385314
2019,Verkehr,Motorräder,CO2,CO2eq,36289.6133442856
2020,Verkehr,Motorräder,CO2,CO2eq,37633.123491253646
2021,Verkehr,Motorräder,CO2,CO2eq,37615.63390589932
2022,Verkehr,Motorräder,CO2,CO2eq,37624.43116103274
1990,Verkehr,Personenwagen,CO2,CO2eq,1499157.9055010069
1991,Verkehr,Personenwagen,CO2,CO2eq,1552325.3482923675
1992,Verkehr,Personenwagen,CO2,CO2eq,1547691.1893061155
1993,Verkehr,Personenwagen,CO2,CO2eq,1529930.150983636
1994,Verkehr,Personenwagen,CO2,CO2eq,1507164.8921146118
1995,Verkehr,Personenwagen,CO2,CO2eq,1516053.0702335306
1996,Verkehr,Personenwagen,CO2,CO2eq,1525681.946086637
1997,Verkehr,Personenwagen,CO2,CO2eq,1576924.343265425
1998,Verkehr,Personenwagen,CO2,CO2eq,1631512.83172914
1999,Verkehr,Personenwagen,CO2,CO2eq,1680294.1730680573
2000,Verkehr,Personenwagen,CO2,CO2eq,1734281.53759001
2001,Verkehr,Personenwagen,CO2,CO2eq,1757741.2875832173
2002,Verkehr,Personenwagen,CO2,CO2eq,1771965.9835748428
2003,Verkehr,Personenwagen,CO2,CO2eq,1776588.676949525
2004,Verkehr,Personenwagen,CO2,CO2eq,1780089.4882277425
2005,Verkehr,Personenwagen,CO2,CO2eq,1771982.4470178562
2006,Verkehr,Personenwagen,CO2,CO2eq,1756864.1020499915
2007,Verkehr,Personenwagen,CO2,CO2eq,1749394.982722452
2008,Verkehr,Personenwagen,CO2,CO2eq,1761857.330450649
2009,Verkehr,Personenwagen,CO2,CO2eq,1777876.4377802764
2010,Verkehr,Personenwagen,CO2,CO2eq,1772714.4771263264
2011,Verkehr,Personenwagen,CO2,CO2eq,1767648.8987428534
2012,Verkehr,Personenwagen,CO2,CO2eq,1770001.8422146123
2013,Verkehr,Personenwagen,CO2,CO2eq,1773156.6307572552
2014,Verkehr,Personenwagen,CO2,CO2eq,1772294.4367601315
2015,Verkehr,Personenwagen,CO2,CO2eq,1763588.133223781
2016,Verkehr,Personenwagen,CO2,CO2eq,1754487.8448741103
2017,Verkehr,Personenwagen,CO2,CO2eq,1741882.5390446752
2018,Verkehr,Personenwagen,CO2,CO2eq,1704334.2808171525
